constituentid,name,image_count
38529,"Hermanna F. van Blaaderen-van Geuns",1
38530,"Sir Alexander Korda",1
38532,"Mrs. David Metcalfe",1
38533,"Charles Willis",1
38566,"Tom van Blaaderen",1
51813,"John Pomeroy Townsend",1
53404,"Warren Plimpton Lombard",1
53405,"Caroline Cook Lombard",1
53406,"Ruth W. Emmons Edmands",1
38534,"Mr. Ballacano",1
38535,"Mme Henriette Bepoix",1
38536,"Isidore Bloch",1
38537,"Hermann Paechter",1
38579,"Lafon",1
38525,"Mrs. Phyllis Lutgens",1
38567,"Ari Redon",1
38568,"Galerie Jacques Rodrigues-Henrigues",1
38573,"Maurice Appert",1
38574,"M. Marcelin",1
38475,"Duncan MacDonald",1
38368,"Francesco Balilla Pratella",1
37499,"Eugene Slatter Gallery",1
38332,"Petrus Johannes Schotel",1
52382,"Jacques Dupont",1
38638,"David Schwarz",1
48752,"Henry Hill",1
46395,"Livio Mehus",1
47007,"Mitch Morrill",1
47025,"Kim Spurlock",1
47026,"Tom Christopher",1
47012,"Neal Waren",1
47027,"Ron Zarro",1
47042,"Trina Robins",1
47044,"Julie Wood",1
48293,"Gerald W. Page",1
48294,"Jeff Jones",1
48295,"Al Williamson",1
48296,"Reed Crandall",1
48297,"Steve Ditko",1
48045,"Aline Kominsky",1
49124,"Bill Fowler",1
49125,"Curt McDowell",1
49126,"George Kucher",1
49127,"Jim Franklin",1
49128,"Meggan Durden",1
49129,"Ike",1
49130,"Captain Beefheart",1
47023,"The Bijou Publishing Empire",1
49132,"Scott Minor",1
49133,"Camille Minor",1
49134,"Paul Filth",1
49756,"Goursau",1
48225,"7 Freds Press",1
48226,"Jon Meyer",1
48227,"Cynthia Meyer",1
48228,"Charlie Vermont",1
48229,"Tom Clark",1
48230,"Downtown Peace Coalition",1
48231,"George Schneeman",1
48232,"Mitch Sisskind",1
48233,"Les Gottesman",1
48235,"Andrei Codrescu",1
48236,"Alice Codrescu",1
48238,"Lewis Marsh",1
48239,"Dick Cogswell",1
48240,"John Brown",1
48242,"Peter O'Keefe",1
48184,"Moebius",1
48187,"Patrick Lesueur",1
48189,"Alain",1
48190,"Chantal Montellier",1
48191,"Pierre Druillet",1
48192,"Cortman",1
48193,"Roger Zelazny",1
48194,"Nicole Claveloux",1
48195,"Zha",1
48196,"Ed Davis",1
48197,"Philippe Picaret",1
48198,"Jacques Tardi",1
48199,"Sergio Macedo",1
48200,"L.F. Editions",1
48171,"Russ Rossander",1
10146,"Joe Brainard",1
48126,"Nancy Senauke",1
48128,"Michael Brownstein",1
48146,"Darryl De Vore",1
48148,"Bobbie Creeley",1
48149,"Gordon Ball",1
48150,"Alice Notley",1
48151,"Sally Cruikshank",1
48155,"Bill Berkson",1
48156,"Larry Nahem",1
48157,"Neke Carson",1
48159,"Audre Lorde",1
48160,"Cranium Press",1
48161,"Shanta Nimbark Sacharoff",1
48164,"Diane Di Prima",1
48165,"Mike Gray",1
48166,"John Sinclair",1
48118,"Guy Colwell",1
48327,"Meredith Kurtzman",1
48330,"Nancy Kalish",1
48325,"Do City Productions",1
48321,"Jeremy Marks",1
48322,"Peter Max",1
48323,"Dr. Flagstaff",1
48324,"Kerry Clark",1
48318,"M.J. McGurl",1
48319,"R. Steinitz",1
48320,"Starflower, Inc.",1
48309,"J. Fred Walker",1
48310,"Michael Moore",1
48311,"Bill Spicer",1
48312,"Linda Trujillo",1
48313,"Dennis Ellefson",1
48314,"Ted ""Twiggy"" Kidwell",1
48315,"Anthony Cox",1
48316,"Artis Worthington",1
48317,"Neil Warner",1
48306,"Larry Fuller",1
48285,"Chester Crill",1
48282,"Dennis Brulc",1
48281,"Larry Sutherland",1
48276,"Dr. E. Ambro",1
48278,"S. Lipney",1
48280,"Marks",1
48046,"Cartoonist's Co-op Press",1
48248,"Joe Pilati",1
48255,"Don Dohler",1
48334,"Emil Pataja",1
48337,"Kenneth Smith",1
48338,"Bill Henry",1
48339,"Marty E. Rice",1
48340,"Roy G. Krenkel",1
48341,"Jim Valadez",1
48345,"Anne Vadeboncoeur",1
48348,"Bhob Stewart",1
48351,"Raymond Wong",1
48352,"Wilhelm Busch",1
48354,"Al Metter",1
48356,"Vincent Davis",1
48357,"Parley Holman",1
48358,"Keith Kleespies",1
48359,"R. L. Tubbesing",1
48360,"Doug Wildey",1
48362,"Neil Passey",1
48364,"Albert Hurter",1
48169,"Company & Sons",1
48366,"Sharon Goodyear",1
48368,"Ron White",1
48377,"The Viking Press",1
48378,"Ballantine Books, Inc.",1
48379,"Michael J. Becker",1
48380,"Robbie Landeros",1
48179,"Leonard Rifas",1
48387,"Warren Hinckle III",1
48388,"John F. Caldwell",1
48389,"Screw Magazine",1
47976,"Herb Arnold",1
48393,"Michael C. Smith",1
48398,"Randy Tuten",1
48399,"Ron Cobb",1
48400,"Tony Auth",1
48401,"Stephen Vincent",1
48416,"Alan Rose",1
48417,"Rick Thrun",1
48418,"Ed Goodman",1
48453,"Bantam Books, Inc.",1
48456,"Renaud Facade",1
48457,"Larry Gonick",1
48458,"A Kincaid",1
48459,"Thomas Waldo Buck",1
48466,"Paul Rodgers",1
48482,"Steve Hickman",1
48483,"Washington Free Community, Inc.",1
48485,"Patrick Burk",1
48486,"Benton Quin",1
48487,"Howard Friedman",1
48488,"L. Platt",1
48489,"Thomas Howell",1
48490,"Tom Arctus",1
48491,"Sherry Ives",1
48492,"Woody Farlee",1
48493,"Rich Mofayn",1
48494,"Gregory Kwater",1
48495,"Gina Farina",1
48178,"Rick Veitch",1
48498,"Eco-Ego-Echo Publication",1
48499,"Darrell DeVore",1
48500,"Danny Frolich",1
48501,"Big Muddy Comics Refinery, Inc.",1
48503,"John Flaherty",1
48504,"Link Foos",1
48505,"Rick Foos",1
48055,"Dave Geiser",1
48512,"Martin Russell",1
48515,"Omar Torres",1
48516,"John A. Williams",1
48517,"Dave Wilson",1
48518,"Dave Ludwig",1
48519,"Chuck Rodgers",1
48531,"East Coast Comix",1
48532,"Charlie Muggles",1
48533,"F. Martin",1
48534,"W. A. Bradley",1
48535,"R. Lewis",1
48536,"M. Pogostin",1
48537,"Bruce Roberts",1
48649,"Tony Bell",1
48102,"Rick Shubb",1
48652,"Assid Mic",1
48654,"Gill Smitherson",1
49045,"Norman Quebedeau",1
49046,"Bob Riggs",1
49049,"David Webster",1
49055,"R. W. B.",1
49056,"Joray",1
49057,"Regg C. King",1
49063,"Marty Nelson",1
49064,"Chris Pelletiere",1
49065,"Howard Cruse",1
49066,"R. Tomasic",1
48219,"Rick Pflug",1
49067,"Dave Hereth",1
49068,"Richard Carse",1
49070,"Gill Smitherman",1
49071,"Kay Rudin",1
49072,"Andy Martin",1
49073,"Peter Almasy",1
49076,"J. Freeman",1
48997,"Charles Crumb",1
32759,"Edgar Allan Poe",1
38555,"Martial Raysse",1
51688,"Dwan Gallery",1
51458,"Alexander Johnston Cassatt",1
51459,"Lois Buchanan Cassatt Thayer",1
38261,"Sheila Hicks",1
50373,"Brent Cowley",1
50374,"Myungwon Kim",1
50375,"Kenneth Srivijittakar",1
50376,"Amy Jo Toucey",1
46654,"Stephen Miller",1
50428,"Jeff Roger",1
38582,"Edoardo Del Neri",1
35295,"Salvatore Guarino",1
53441,"Isabella Aslan",1
38650,"Eric Holder",1
38619,"Charles Verneau",1
43113,"The Tribune Gallery",1
16973,"Patrick Henry Bruce",1
24803,"Henri-Pierre Roché",1
47478,"Joseph Mack",1
43534,"Edward H. Coates",1
35770,"Kende Galleries at Gimbel Brothers",1
47476,"Paul L. Rosenfeld",1
47477,"Arthur and Edna Bryner Schwab",1
38655,"Edward Lamson Henry",1
47164,"William S. Eaton",1
47165,"Francis S. Eaton",1
47166,"William Francis Cochran Ewing",1
47167,"Oliver B. James",1
39651,"Frank Blackwell Mayer",1
38658,"Alfred Jacob Miller",1
43426,"Estate of Daniel Huntington through his son, Charles R. Huntington",1
43430,"Freyer and Bendann",1
47760,"Charles Smith Gilmor",1
46525,"Benjamin Ogle Tayloe",1
43428,"Mr. Daniel R. Chase",1
47839,"Lucius Tuckerman",1
47840,"Mrs. James Lowndes",1
47841,"Miss Emily Tuckerman",1
47842,"Lucius C. Wolcott",1
47843,"Walter R. Tuckerman",1
48790,"James Howard McHenry",1
48791,"Ellen Carr McHenry Keyser",1
48792,"Ellen McHenry Keyser Bruce",1
43021,"Stella McCalla Sands",1
43065,"Henry de Courcy May",1
46565,"Mrs. Grace Jones",1
43531,"Thomas B. Clark",1
38663,"John Mix Stanley",1
43411,"Krauschaar Galleries",1
47201,"Johann Mössmer",1
47204,"L. Schijtz",1
38729,"Valère Bernard",1
38803,"Pierre Gallays",1
39043,"Henri Regnault",1
48096,"John W. Macartney",1
38813,"Georg Tappert",1
43783,"George D. Locke",1
42981,"Mr. and Mrs. Francis Biddle",1
43772,"Mr. W. E. Gathright",1
48811,"Obelisk Gallery",1
54335,"Henri Jourde",1
38825,"Iwan Gilkin",1
52112,"Hubert Beenkens",1
52113,"Edmond Deman",1
20484,"Paul Feeley",1
38848,"J. W. Stewart",1
38850,"Maria Harriet Elizabeth Cator",1
38439,"Andreas Gursky",1
38858,"Philipp Hieronymus Brinckmann",1
38865,"Richenda Cunningham",1
47064,"Gabriel Ludwig Lory",1
38866,"The Zamorensis Master",1
46882,"Rodericus Zamorensis",1
22824,"Otto Brunfels",1
46447,"Christof Greuter",1
38876,"Ludwig Thiersch",1
38877,"Julius Adam the Elder",1
47483,"Verlag Eugen Diederichs",1
38901,"Anton Würth",1
38909,"Antoine Claudet",1
38916,"Carl Emil Baagöe",1
38918,"Ernst Theodor Amadeus Hoffmann",1
46949,"Karl Friedrich Thiele",1
38921,"Julius Zielke",1
40572,"Velino Shije Herrera",1
40582,"Andrew Forge",1
49443,"Martin Wasservogel",1
40585,"Vincent G. Stiepevich",1
40887,"John N. Robinson",1
47338,"Frank Welch",1
40591,"Otto Boetticher",1
40592,"William L'Engle",1
43784,"Lucy L'Engle",1
40596,"Thomas Clarke",1
43785,"The Americana Antique and Art Gallery",1
40599,"Aolphe Mouilleron",1
40602,"W. Lydston  Jr.",1
39992,"Kirk Martin",1
40605,"E. Pember and S. Luzerder",1
40606,"Joseph H. Seymour",1
40607,"Yngve Edward Soderberg",1
40610,"Arthur Lawrence Werger",1
43786,"Mr. Sam Marzullo",1
40618,"Bertha Lum",1
40619,"Charles Jac Young",1
43788,"Murray Lebwohl",1
48287,"Lloyd Brothers & Co.",1
48288,"John Absolon",1
43791,"Goodspeed's Book Shop",1
47986,"James Buck",1
39932,"Will Simmons",1
40635,"Charles Henry Baskett",1
40638,"J. Hamilton Hay",1
40643,"Luigi Kasimir",1
40644,"Robert J. Wickenden",1
40647,"Clement Greenberg",1
43792,"Mr. Robert Halsband",1
40660,"Charles Risdon",1
40666,"Emila Medková",1
43754,"Ms. Savanna Clark",1
42902,"Robert Hunter Esq.",1
43800,"Simon Lowinsky Gallery",1
40686,"Michal Rovner",1
43803,"Stephen Wirtz Gallery",1
24707,"Werner Rohde",1
43808,"Mr. Murray Lebwohl Esq.",1
49506,"Riverhouse Editions",1
43816,"Mr. Alexander Wolf Levy",1
40722,"Gladys Nelson Smith",1
43815,"David Frenzel",1
40747,"Isia Leviant",1
47018,"John Collier Jr.",1
40800,"R. Buckminster Fuller",1
48999,"Kennedy for President Committee",1
42990,"Patricia Bauman and John Bryant",1
49343,"Frank B. Burnham",1
39801,"Susan Paul Firestone",1
49559,"Comus Gallery",1
40809,"Charles Montbard",1
40818,"Vera Khlebnikova",1
43916,"Handprint Workshop",1
47276,"Leon Potocki",1
43863,"Cora E. Clock",1
43864,"Mr. and Mrs. Henry Manne",1
47263,"Lise Bernheimer-Rheinstrom",1
47295,"Morton and Ingrid Leeds",1
40872,"Lewis Morley",1
49558,"Chicago Art Expo",1
40879,"Jaroslav Rössler",1
43881,"Howard and Joy Korman",1
43882,"U.S. Marshals Service, Asset Forfeiture Unit",1
40900,"Barry McGee",1
42669,"Brent Sikkema",1
26092,"Robert Blanton",1
26093,"Thomas Little",1
43833,"Ronald Feldman Fine Arts, Inc.",1
54524,"Joseph Tauber",1
42688,"Janie Samuels",1
48209,"Amnesty International",1
48210,"Kami Kaze",1
48211,"Liberation Supprt Movement",1
48212,"United Nations Centre against Apartheid",1
23150,"Binghamton University Art Museum",1
48213,"Marin City Festival Committee",1
48214,"Allen Barnett",1
42690,"Erica Cheverton",1
40946,"Nicola Tyson",1
42694,"Angeli Modjeski",1
42696,"Jean Taylor Federico",1
42699,"Robert Brown",1
42703,"Charles Young",1
40961,"James Amos Porter",1
42709,"Constance Porter Uzelac",1
48545,"Dorothy Porter Wesley",1
40963,"Beatrice Riese",1
42712,"Roger Mosesson",1
42714,"Richard Lampert",1
47581,"Colnaghi, Sala & Co.",1
42721,"Reinhold Mittersakschmoeller",1
47853,"Simon Lawrence",1
47854,"Chris Bayley",1
47855,"Marcus Beaven",1
47856,"John Biggs",1
47857,"Douglas Percy Bliss",1
47858,"Rosalind Bliss",1
47859,"Anthony Christmas",1
47860,"Pauline Clark",1
47862,"Tom Craig",1
47863,"Christopher Cunliffe",1
47864,"Andrew Davidson",1
47865,"Harry Dewhurst",1
47866,"Yvonne Elston",1
47867,"Peter Forster",1
47868,"Hilda Frank",1
47869,"Dorothy Haigh",1
47870,"Raymond Hawthorn",1
47871,"Pamela Hughes",1
47874,"Arnold Jenkinson",1
47875,"Anne Jope",1
47876,"Angela Lemaire",1
47877,"Kathy Lindsley",1
47878,"Jane Lydbury",1
47879,"W. Stirling Martin",1
47880,"Enid Marx",1
47881,"Jeffrey Matthews",1
47882,"M. J. Mott",1
47883,"Shirley Mungapen",1
47884,"Richard Parker",1
47885,"Howard Phipps",1
47886,"Valerie Prescott",1
47887,"Eric Ramsden",1
47888,"William Rawlinson",1
47889,"Rachel Reckitt",1
47890,"Nicholas Sloan",1
47891,"Edward Stamp",1
47892,"Ian Stephens",1
47893,"James Stewart",1
47894,"Jenny Stringer",1
47895,"Robert Tilleard",1
47896,"Freda Tremlett",1
47897,"George Weissbort",1
47898,"Margaret Wells",1
47899,"Graham Williams",1
47900,"Willow Winston",1
47901,"Francis Winter",1
42732,"Dr. Paul E. Kalb",1
42738,"Paul Martin Wolff",1
42740,"Frederick Baker, Inc.",1
40991,"Rubens Gerchman",1
48572,"Armando Freitas Filho",1
41002,"Auguste Edouart",1
42750,"Bridget Moore",1
42752,"Mr. William Reese",1
41574,"Patricia Tobacco Forrester",1
42753,"Walter Pozen",1
48032,"Pat Almonrode",1
39597,"Andrew Hudson",1
41033,"Eileen Cowin",1
41036,"Joan Fontcuberta",1
41038,"Jay Jaffee",1
41039,"Victor Landweber",1
41043,"Bea Nettles",1
41047,"Eugene Richards",1
41054,"Ruth Thorne-Thomsen",1
42766,"Stephen Crystal",1
41076,"Lida Moser",1
42772,"Peter Dingman",1
42773,"Linda Crocker Simmons",1
42775,"Samuel J. Wagstaff, Jr.",1
47355,"Rolf G. Nelson",1
41086,"Theophilus Brown",1
4116,"Lucio Fontana",1
49482,"St. George's Gallery",1
49483,"Eugenio Tellez",1
49695,"2RC Gallery",1
47564,"Moses Lasky",1
48671,"Marcel Durassier",1
47560,"Andrew Balkin Editions",1
47561,"AGB Graphics Workshop",1
17578,"Segura Publishing Company",1
42797,"Kyle Roberts",1
41125,"Sorel Etrog",1
49390,"Washington Irving Gallery",1
11527,"International Exhibitions Foundation",1
44717,"Archives of American Art, Smithsonian Institution",1
46771,"William Weege",1
42945,"Edith Halpert",1
49703,"Galerie Gimpel & Hanover",1
11769,"Jewish Museum, New York",1
901,"Estate of Max Weber",1
49392,"Harbor Gallery",1
41247,"Francisco Zúñiga",1
49397,"Panthéon Presse",1
42803,"Richard L. Boden",1
41304,"Masao Yamamoto",1
41306,"Martin Dörbaum",1
41341,"Ivan Sigal",1
42813,"Mr. Ivan Sigal",1
41364,"Abe Frajndlich",1
49033,"Luciano Anselmino",1
41367,"Arthur Kales",1
41377,"Virginia Beahan and Laura McPhee",1
41381,"Duwawisioma (Victor Masayesva Jr.)",1
41384,"Sylvia Plachy",1
41385,"Jeffrey Wolin",1
41390,"Doris Lindo Lewis",1
42824,"J. Denis and Sydney Lewis Glover",1
41412,"Raymond Meeks",1
41417,"Kathryn Spence",1
47308,"Tanis Garber",1
41425,"Dana Hoey",1
46932,"A. Steckler",1
41466,"Martin H. Miller",1
42855,"Margie Gustafson",1
41471,"Louie Palu",1
42860,"Mr. Louie Palu",1
15113,"Paul Roth",1
49034,"William Hechter",1
41507,"Paula Horn Kotis",1
41510,"Javier Silva Meinel",1
41511,"Olivia Parker",1
41517,"Alex Webb",1
42882,"Mr. Christopher Addison",1
42888,"Ms. Susan Herzig",1
28852,"Yinka Shonibare",1
46004,"James Cohan Gallery",1
42894,"The Philadelphia Print Shop, Ltd.",1
41561,"Christopher Churchill",1
42896,"Mr. Carl Cafaro",1
44786,"G Fine Art",1
46190,"Salon 94",1
42909,"Dr. Warren G. and Arlene S. Richman",1
48992,"Krevsky Gallery",1
48984,"The Whirlwind",1
48983,"The Studio",1
41620,"Paul Wonner",1
41625,"Dominic Nahr",1
42922,"Mr. Dominic Nahr",1
47235,"Lee B. Anderson",1
42929,"Mrs. John B. Hayward",1
42936,"Dr. David Jayne Hill",1
42938,"Peter T. Barlow",1
41646,"William Rudolf O'Donovan",1
42944,"Roy C. Markus",1
47808,"Wallace-Wentworth Gallery Ltd",1
42955,"Bedi-Rassy Art Foundry",1
51315,"Tanagra 1st Century B.C.",1
42959,"Genevieve Plummer",1
47419,"Edward Stabler Plummer",1
47420,"William B. Plummer",1
42960,"Katherine Wood Dunlap",1
47116,"Kate Thom Wood",1
47809,"Renaissance Galleries",1
41675,"Ulysses Marshall",1
41677,"Sally James Farnham",1
42967,"Mary Clark Culver Kling de Brabant",1
41683,"Giuseppe Croff",1
41698,"Jacques Bousseau",1
41705,"Marion Perkins",1
42988,"Edith Rimmer Durham Simonds",1
48793,"Caroline Hunt Rimmer",1
42999,"Miss E. Johnson",1
43007,"Mr. and Mrs. W.C. Eustis",1
43010,"Mr. and Mrs. William J. Stone",1
41735,"Maria Judson Strean",1
43011,"James D. Smith",1
41736,"Noah Purifoy",1
23536,"Doris Bry",1
38715,"William Edmondson",1
47380,"Katharine Kuh",1
47381,"Edmund L. Fuller, Jr.",1
15643,"William Rush",1
48520,"Kendrick Scofield",1
41747,"Charles Renaud",1
51197,"Charles Barber",1
43023,"Trustees of Hillcrest",1
41768,"René Frémin",1
41770,"Rosina Cox Boardman",1
41771,"Richard Edwin Brooks",1
41774,"Alexander Galt",1
41776,"Edward Kemeys",1
43031,"Laura Swing Kemeys",1
43038,"Edward J. Stellwagen",1
48757,"Charles K. Stellwagen",1
45964,"David C. Levy",1
43049,"Mr. and Mrs. Phillip Stern",1
11218,"Castel Durante",1
43062,"Francis D. Millet",1
41811,"Prince Paolo Troubetskoy",1
41819,"Paul Weber",1
41822,"Preston Powers",1
43069,"J.T. Robinson",1
43072,"Jane Frances Pendleton Brice",1
48804,"George Hunt Pendleton",1
43083,"Scott H. Lang",1
41838,"Dr. Charles L. Hogeboom",1
43087,"Mr. and Mrs. E.D.W. Spingarn",1
42957,"Blum Helman Gallery Inc.",1
48967,"The Sporting Gallery",1
41848,"John Rogers",1
51366,"Amisos 2nd Century B.C.",1
43115,"Hattie E. Burdette",1
406,"Eames MacVeagh",1
48773,"Franklin MacVeagh",1
47113,"M. Faure",1
41891,"William Gilbert Gaul",1
5551,"Francesco Durantino",1
47437,"Rebekah Lewis Bonham",1
41905,"Olin Levi Warner",1
48865,"Caroline Martha Hampton Preston",1
48133,"Mrs. E. Lovette West",1
46928,"Simon Pease",1
46929,"Myron Charles Taylor",1
46930,"Mary Stoddard Lewis",1
46931,"Hannah Stoddard Thompson",1
41924,"Grace H. Turnbull",1
41927,"David Norslup",1
41929,"Pascal-Adolphe-Jean Dagnan-Bouveret",1
41934,"Washington Blanchard",1
41939,"The ""in Castel Durante"" Painter",1
48131,"Orazio Fontana",1
43152,"Ann Tewksbury Heard",1
46320,"Myrinaean 2nd Century B.C.",1
46321,"Myrinaean 1st Century B.C.",1
51388,"Attic 5th Century B.C.",1
48002,"Charles Russell Codman",1
48003,"James McMaster Codman",1
48004,"Cora Codman Wolcott",1
48005,"Louis Joseph Inc., Auctioneers",1
46312,"Boeotian 2nd Century B.C.",1
46319,"Attic 4th Century B.C.",1
51259,"Lyon 16th Century",1
43161,"F.H. Calvert",1
41969,"Noël Bourret",1
51368,"Smyrna 3rd Century B.C.",1
41973,"Betsy Flagg Melcher",1
43164,"Betsy Melcher",1
12471,"Sidney Edward Dickinson",1
41994,"Henry Hering",1
51289,"Delft 18th Century",1
39051,"John Gutzon de la Mothe Borglum",1
42001,"Alice Beckington",1
43169,"Josephine M. Lewis",1
42422,"Harry Willson Watrous",1
43174,"Sarah A. Hagner",1
42011,"Ernest Thompson Seton",1
42012,"Artemis Tavshanjian",1
47625,"E. Chappey",1
47243,"Williams, Stevens & Williams",1
43186,"Lea Shippen Luquer",1
47448,"Sarah Shippen Lea",1
47449,"Rev. Lea Luquer",1
47450,"Sarah Lea Lynch",1
47452,"Lea McIlvaine Luquer",1
48059,"Orazio Pompei",1
43188,"Mr. and Mrs. James S. Schramm",1
43190,"Mrs. Philip Hinkle",1
43390,"Charles C. Glover",1
42041,"Harriet Whitney Frishmuth",1
43199,"Mrs. William Hurd Hill",1
47168,"Léon Chave",1
47169,"Isabelle Martin-Chave",1
47504,"Thomas B. Bryan",1
42054,"Master of the Coppa Bergantini",1
43210,"Mr. and Mrs. Joseph W. Henderson",1
51247,"Ralph Bernal",1
43220,"Abraham M. and Lillian Adler",1
47797,"Louisa Ward Crawford Terry",1
43238,"Wayne Parrish",1
47553,"Mr. and Mrs. Gurney P. Sloan",1
46990,"Pat Hearn Gallery",1
42145,"Salvatore Scarpitta",1
43252,"Arthur Hellen",1
43085,"Joseph and Lucia Henderson",1
42153,"Norman Bel Geddes",1
42158,"Barbara Tyson-Mosley",1
43259,"Mount Vernon Ladies Association",1
42163,"Kim Dingle",1
43261,"Kim Light Gallery",1
47154,"Edward N. Gibbs",1
47155,"Mrs. Gibbs Sherrill",1
43253,"James C. McGuire",1
46927,"Rufus W. Griswold",1
50470,"Thomas B. Carroll",1
50471,"James Osborne Wright",1
50472,"Mrs. Mary Bacon Ford",1
50473,"Charles Conrad Ruthrauff",1
50474,"Mary Ellen Ford",1
42185,"Mimi Herbert",1
47747,"Dr. Filleau",1
42194,"Richmond Barthé",1
41922,"Patanazzi Workshop",1
47711,"Lefebvre",1
6407,"Christopher Pearse Cranch",1
42210,"Matt Mullican",1
47383,"Michael Klein, Inc.",1
43368,"Michael M. Rea",1
36642,"William Frederick Barton Massey-Mainwaring",1
47070,"E.H. Fahey",1
39268,"Alan Weatherley",1
42756,"Thomas Matthews",1
49406,"Gallery K",1
39275,"Pierre Auguste Raffaëlli",1
47950,"W. Gaunt",1
43582,"Albert Ten Eyck Gardner",1
39296,"W. G. Raffé",1
39311,"Victor Landweber",1
39322,"Mark Power",1
39329,"James Carter Beard",1
48809,"F. O. Bailey Co.",1
43589,"R. Beverly Herbert",1
39344,"Barbara Norfleet",1
39349,"Joan Hassall",1
47794,"Francis Brett Young",1
39353,"Gwen Raverat",1
7166,"Eden Phillpotts",1
43594,"Mrs. David Edward Finley",1
39393,"Paul Baker Remmey",1
39409,"Jack Brusca",1
39410,"Eugene Dallen",1
39412,"Stanley Wulc",1
43606,"Florence H. Cole Vincent",1
43610,"Elizabeth Styron",1
38562,"Elmer Nelson Bischoff",1
39443,"Rhys Caparn",1
43611,"Mr. and Mrs. Julius Carlebach",1
24684,"Werner Mantz",1
39466,"Henry Bacon",1
47605,"Mrs. Henry Bacon",1
48848,"Sid Deutsch Gallery",1
39476,"Jon Carsman",1
39477,"Alpheus Cary",1
39478,"Joseph Crivy",1
39492,"Beverly Hallam",1
39495,"John H. Cocks",1
43622,"Mr. Richard A. Madigan",1
39513,"Henry Robertson",1
49314,"Foundry Gallery",1
39536,"George Walter Chandler",1
39540,"Henry Farny",1
43627,"Mr. and Mrs. Hamilton Robinson",1
43371,"Mr. and Mrs. Ralph E. Becker",1
48815,"John Bulfair",1
43638,"Mrs. Mitchell Jamieson",1
39604,"Herbert Johnson",1
43045,"Dr. and Mrs. Jacob J. Weinstein",1
47567,"Daniel Malloy",1
39607,"Fred Kabotie",1
38280,"Wolf Kahn",1
39611,"Edward Kemble",1
39616,"Daisy Blanche King",1
39619,"Daniel Ridgway Knight",1
43640,"Daniel and Barbara Fendrick",1
43509,"Estate of Mary S. Higgins",1
39631,"Edward Hainke",1
39633,"James Montgomery Flagg",1
43642,"Estate of Susie Brummer",1
39637,"Val Lewton",1
43644,"Mark B. Sandground",1
43901,"Bea Evan",1
48786,"Henry Brooks Gallery",1
39657,"Peter Newell",1
39665,"R. Minot",1
39667,"Sister Gertrude Morgan",1
43643,"Gallery Rebecca Cooper",1
43650,"Elizabeth Blair Jones",1
