constituentid,name,image_count
33943,"Alfred Rudolph",1
35042,"Nat Lowell",1
33627,"(Camille) Andrene Kauffman",1
37550,"Dorothea Loewenstein",1
47000,"William Schultz",1
33272,"Florence V. Cannon",1
33762,"Nan Mason",1
34921,"Anne Eisner",1
35404,"Walter Damon Giffard",1
34189,"Olga Lea Rosenson",1
35109,"John Worthington Gregory",1
38051,"Selma Freeman",1
38029,"Lola Wheaton",1
33901,"Emanuel Mac Raboy",1
38052,"Leonard Gerstenfeld",1
33385,"Jessie Jo Eckford",1
34899,"Victor Candell",1
38046,"Annie Lee Ross",1
33721,"Walter Ronald Locke",1
34045,"George Stimmel",1
33316,"Barbara Crawford",1
35060,"Bessie Rigrodsky",1
33133,"Ina Annette",1
33502,"Eula L. Grimes",1
34179,"John Parrish",1
33273,"Elmer Capshaw",1
49018,"Clyde Wood",1
34901,"Barbara Chalmers",1
38019,"Will Lamm",1
33916,"Frederick Remahl",1
35072,"Margaret Newland Wenstrup",1
33422,"Lucille Fink",1
33936,"Charles Rosen",1
35105,"John Carter Shryock",1
35089,"Vivian Nicholas Holbrook",1
33224,"Ray Boynton",1
36848,"Helen Anne Swartz",1
35057,"Gerhard H. Bakker",1
35342,"Hal Bruntsch",1
33130,"Murray Altshuler",1
33246,"Margaret Bruton",1
38025,"Ina Perham Story",1
33845,"Gordon Nunes",1
33365,"Philip Latimer Dike",1
34926,"Eugene Fleury",1
33615,"Dora Kaminsky",1
33660,"Ted Kraynik",1
49016,"Keiki Kealoha",1
33241,"Melvin Browner",1
33484,"Paul Goranson",1
50965,"W. Goertz",1
48071,"Benjamin Ross",1
34176,"Ruth Appleldoorn Mead",1
34993,"Alfred A. Sessler",1
34124,"Julius Weiss",1
34019,"Florence Bartley Smithburn",1
34059,"Stanislaus Szukalski",1
35066,"Gregory Dowler Ivy",1
33386,"Homer Eddins",1
33694,"Freda Leibovitz",1
33971,"Felix G. Schmidt",1
36785,"Stephen S. Story",1
15294,"Elizabeth Smith",1
33829,"Gladys Marguerite Wilkins Murphy",1
33225,"Howard Bradford",1
33978,"James Powell Scott",1
38026,"Jack Keijo Steele",1
33332,"Lewis C. Daniel",1
38024,"Paul H. Winchell",1
34064,"Carlie Tart",1
34143,"Denny Sonke Winters",1
34181,"Ralph Peplow",1
34631,"Lillian Adelman",1
33384,"Edwin Earle",1
38066,"Isador Margoles",1
33961,"Philip Ayer Sawyer",1
34614,"Oliver Baker",1
33510,"Hildegarde Haas",1
33972,"Gilbert Schoenbrod",1
35341,"Robert Randall Burkert",1
34799,"Alice Edith Rumph",1
49011,"Aliss Tunbo",1
34190,"Charlotte Rothstein",1
34047,"Elinore Stone",1
33926,"Robert N. Robathan",1
33159,"Walter Frederick Bartsch",1
33594,"Helfond Jackson",1
33260,"Joseph Anthony Buzzelli",1
47004,"Helen Wagner",1
48208,"Cleve Bissell",1
34039,"Nathaniel P. Steinberg",1
34098,"Oscar Van Young",1
34068,"Lura Ann Hedrick Taylor",1
33714,"Mary Lightfoot",1
33457,"Eliza Draper Gardiner",1
37246,"Marsham Wright",1
33669,"Anne Kutka McCosh",1
35143,"William Charles Palmer",1
33605,"Pauline Johnson",1
37349,"Inez Keister",1
35107,"Dorothy Milne Rising",1
33737,"Clara MacGowan",1
33396,"Robert Oliver Engard",1
33878,"Ruth Esther Penington",1
35101,"Robert C. Osborn",1
35096,"Paul Whitman",1
33768,"Ira W. McCool",1
34945,"Dorothy Layng McEntee",1
33529,"John Francis Hart",1
33588,"Cynthia Willard Iliff (Koehler)",1
33717,"Martin Linsey",1
47603,"S. Edelson",1
47600,"W. Iler",1
47601,"E. Walsh, Jr.",1
33139,"Jean Artman",1
33183,"Sarah Berman",1
34621,"Phillip Bard",1
33578,"Charles Houghton Howard",1
38047,"Frank Christensen",1
34061,"Reuben Tam",1
33347,"Maitland De Gogorza",1
38055,"Margaret E. Hain",1
33716,"Arthur H. Lindberg",1
35388,"Lucy H. Doane",1
36330,"J. Samuels",1
49079,"Marion Johnson",1
33163,"William U. Bauer",1
34182,"Herbert William Pratt",1
33154,"Charles Barrows",1
34118,"James Scales Watrous",1
33454,"Ada Vorhaus Gabriel",1
33853,"Frank Kayden Ominsky",1
33132,"Michael Valenti Angelo",1
33342,"Lew E. Davis",1
33424,"Joseph Fiore",1
38058,"Lynn Kipman",1
33118,"Adolf Aldrich",1
33930,"Jane Rogers",1
33985,"David Shapiro",1
33962,"Lia Sayers",1
34010,"Thomas Chester Slettehaugh",1
33613,"Francis Kaihatsu",1
33418,"Nella Fermi",1
34193,"John Theodore Edward Stoll",1
15039,"William Bradford",1
49696,"J. W. Rosenberg",1
33811,"Alfred Gwynne Morang",1
34897,"George Elmer Browne",1
35121,"Frank M. Gregory",1
33975,"Saunders Schultz",1
34996,"Rupert Kilgore",1
38048,"C. Coleman",1
33940,"John Ross",1
33981,"Phyllis Seltzer",1
33729,"Marvin Lowe",1
34997,"Paul Sample",1
33589,"Joseph A. Imhof",1
33777,"Blanche McVeigh",1
34051,"Ethel Wall Struss",1
33584,"Mary Huntoon",1
38049,"Lola E. Dale",1
34633,"David Franklin Leavitt",1
36349,"Alfred De Sauty",1
5094,"Barbara Neustadt",1
35129,"Henry Bringle Shope",1
33495,"Russell Green",1
47650,"Hewitt & Jaques",1
16580,"Clara Gardner Mairs",1
54420,"Dan Palumbo",1
53265,"Emily Parks",1
34597,"Carman Bonanno",1
33289,"Fay Chong",1
33397,"Harry Engel",1
33288,"Mary A. Chenoweth",1
33718,"William H. Lippincott",1
33832,"Byron J. Musser",1
33628,"Edwin Kaufman",1
35782,"James Butler",1
5494,"Jared French",1
33360,"Morton Diamondstein",1
34121,"Herman Armour Webster",1
33678,"Art Landy",1
6436,"Ignaz Marcel Gaugengigl",1
34917,"Frederick Dielman",1
34615,"William Goodrich Beal",1
35117,"Eleazer Hutchinson Miller",1
33879,"Edith Penman",1
38028,"Otis S. Weber",1
33367,"Blanche Dillaye",1
33179,"John T. Bentley",1
35070,"Joseph E. Bolden",1
34634,"Michael Leone",1
34191,"John Courtney Sandefur",1
33514,"Harold Maxwell Hahn",1
35115,"Thomas Clarkson Parrish",1
49697,"G. H. Randall",1
33278,"Norman Carton",1
33833,"Frances Myers",1
35045,"Frederick Mershimer",1
35075,"Josef Presser",1
33646,"Irene Kissel",1
34166,"Robert A. Eichelberger",1
34155,"Bernard Zawisa",1
34983,"Hannes Bok",1
33799,"John Hill Millspaugh",1
33322,"Woody Crumbo",1
34593,"John O. Anderson",1
34919,"Richard Dudensing",1
35001,"Richard Dudensing & Son",1
34636,"Tod Lindenmuth",1
33630,"Nathaniel Kaz",1
5471,"Samuel A. Schneider",1
33638,"Alexander King",1
34637,"Huc Mazelet Luquiens",1
35139,"Antonin Sterba",1
33807,"Louis Monza",1
33876,"Edith Loring Peirce Getchell",1
35130,"Fred Grayson Sayre",1
50705,"Tonge Art Company",1
33570,"John Holmes",1
33931,"Paul Rohland",1
38044,"Mabel Butensky",1
35069,"Maria Boveri Cantarella",1
33527,"Margaret Coleman Harris",1
34018,"Wuanita Smith",1
34055,"Sam Swerdloff",1
35076,"Carlo Antonia Nisita",1
34594,"M. Annanel",1
33142,"Ralph Austin",1
33150,"John Jesse Barker",1
33152,"Norman Barr",1
49579,"Graphic Workshop",1
35235,"Frances V. Bear",1
33285,"Sidney Chafetz",1
33303,"Glenn O. Coleman",1
34905,"Anna Botsford Comstock",1
34742,"Alida Conover",1
6904,"Andrew Dasburg",1
34915,"Leah De Prizio",1
33358,"Michael Di Cerbo",1
33366,"Mary M. Dill",1
46994,"Hampton M. Ericsson",1
34922,"Emlen Etting",1
34632,"Ray Klein",1
34923,"Dominique C. Fabronius",1
35002,"F. F. Oakley Lithographic Company",1
34924,"Dorothy Dee Lubell Feigin",1
33416,"John Nathaniel Fenton",1
33452,"Kathryn Fulwider",1
34673,"Harry Glassgold",1
33482,"William Newport Goodell",1
35054,"Sid Gotcliffe",1
33528,"Abraham Harriton",1
33592,"Alexander Young Jackson",1
34943,"Morris Kantor",1
33662,"Louise Kruger",1
33668,"Harry Muir Kurtzworth",1
38062,"Ralph Lawson",1
38063,"Margaret Layton",1
33730,"Agnes Potter Lowrie",1
33747,"Dorothy Marder",1
33750,"Nathan Margolis",1
35144,"George J. Marinko",1
35078,"Grevis Whitaker Melville",1
33787,"Ben Messick",1
33788,"Karl Metzler",1
33801,"Bruce Mitchell",1
33834,"Fred Nagler",1
33859,"Vivian Oviette",1
49628,"Paul Roeher",1
33866,"Grace A. Paull",1
33896,"Veva Porter",1
33898,"Garrett Price",1
50955,"National Serigraph Society",1
33928,"Michael Robbins",1
34722,"Fermin Rocker",1
38043,"Larry C. Rodda",1
34188,"Joel Rohr",1
33964,"Mathilde Schaefer",1
35100,"Ralph Cornell Seigle",1
16233,"John Shaw",1
34005,"Sidney Simon",1
34006,"Burr Lee Singer",1
34007,"Mitchell Siporin",1
35059,"Clara Skinner",1
34008,"Dorothy Sklar",1
35128,"Hanns Skolle",1
34014,"Howard R. Smith",1
34026,"Niles Spencer",1
34056,"Jean Donald Swiggett",1
35051,"Frederick Bourchier Taylor",1
34077,"Lee Townsend",1
34079,"Morton P. Traylor",1
34080,"Abram Tromka",1
35099,"Rudolph Weisenborn",1
34144,"Donald Frederick Witherstine",1
34146,"Louis Wolchonok",1
35398,"Alexander Harrison",1
34201,"Beckford Young",1
34984,"Gail Delaney Zumwalt",1
35021,"Makoto Kawano",1
34755,"Johann Michael Wagner",1
34648,"Abe Birnbaum",1
34659,"Jeanne Rij-Rousseau",1
34456,"Hans Heinrich Wägmann",1
33906,"Joseph Raphael",1
34709,"Johann Trechsel",1
34878,"Terence",1
34956,"Jodocus Badius Ascensius",1
34733,"Professor Dr. Klaus Lankheit",1
34962,"Luciana Simonetti",1
34791,"Robert Scholz",1
34793,"McDonald",1
34774,"Maurice Fenaille",1
34835,"Johann Jakob Ulrich",1
34753,"Thomas Chimes",1
35203,"Ferdinando Albertolli",1
52882,"Paolo Borroni",1
35177,"Jennifer S. Clark",1
35179,"Judith O'Rourke",1
35181,"Maria Mapes",1
35209,"Rebecca Ratzkin",1
26018,"Aaron Turner",1
13543,"Jacques-Henri Lartigue",1
34772,"Balthasar Denner",1
34776,"Pierre Claude François Delorme",1
11476,"Munch Museet",1
31255,"Janaína Tschäpe",1
34795,"Malerie Marder",1
34813,"Heinrich Ezechiel Sangmeister",1
34911,"Joseph Bauman",1
34814,"Antonio David",1
34817,"Wilhelm Joseph Heine",1
35263,"Joe Petruzzelli",1
34833,"Adam van Breen",1
24027,"Édouard Traviès",1
36414,"Maurice Estève",1
36415,"Paul Guiramand",1
36416,"Bernard Cathelin",1
36417,"André Brasilier",1
36418,"Maurice Brianchon",1
36419,"Akira Kito",1
36420,"Alfred Manessier",1
36421,"Jean Adhémar",1
36878,"André Sauret",1
36879,"Mourlot and Draeger Printers",1
34863,"John McCracken",1
35194,"Nicholas Wilder Gallery",1
35195,"Rupert Power",1
35279,"Chris and Roger Taylor Fund",1
34894,"Lucius Annaeus Seneca",1
3469,"Francesco Zucchi",1
35041,"Giuseppe Baroni",1
35207,"Lodovico Ughi",1
35271,"Indiana Univeristy Alumni Association",1
34933,"Louis Emile Benassit",1
34950,"Michael Jesselson",1
35268,"Jewish Communal Fund",1
34951,"Marie Preble",1
34952,"Bryant Pringle",1
34953,"Samuel Pullman",1
34955,"Janet Ruttenberg",1
37985,"Wolf Schön",1
37922,"Estate of Egon Schiele",1
37937,"Gertrude Schiele Peschka",1
35039,"Alessandro Moretti",1
33771,"Eugene James McFarland",1
33925,"Madeline Gateka Ritz",1
33481,"Leonard Good",1
33284,"Grace Willard Chadwick",1
33390,"Daniel Eichenfeld",1
34042,"Dorothea Stevenson",1
33992,"John Craig Sheppard",1
35032,"Dirk Baksteen",1
33440,"Walter Keith Frame",1
33579,"Eloise Howard",1
33751,"Herman Maril",1
50545,"Galerie Artina",1
50546,"Galerie Rudolph Zwirner",1
50547,"Galerie Rosenbach",1
50562,"John Chaloner Smith",1
13963,"Mr. Paul F. Walter",1
50519,"Gertrud Mellon",1
35383,"Hitoshi Nakazato",1
32924,"Stephan Fridolin",1
35307,"Glimcher Pace Wildenstein",1
37891,"Frieda Richter",1
37892,"Wendy Ruppel",1
35204,"Esperanza de Cervantes",1
35213,"Giacomo Filippo Foresti da Bergamo",1
36157,"Clark Charitable Foundation",1
38090,"Leon Kachurian",1
38107,"George Frederick Tyler",1
35239,"Alfred-Alexandre Delauney",1
10942,"Mr. and Mrs. Melvin Lenkin",1
21362,"Kaspar Auer",1
21366,"Johann Jakob Dorner II",1
30513,"Phillip Bauknecht",1
35296,"Emil Betzler",1
35297,"Kurt Beyerlein",1
35298,"Fritz Bleyl",1
35299,"Peter August Bockstiegel",1
35405,"Hans Brass",1
28726,"Max Burchartz",1
50438,"Joby Patterson Fine Prints",1
35301,"Josef Eberz",1
50489,"Leonard Niethammer",1
35303,"Franz Gaudeck",1
35305,"Friedrich Karl Gotsch",1
35306,"Karl Otto Götz",1
50490,"Dr. Ferdinand Eckhardt",1
35556,"Dr. L. Heyden",1
35557,"Alexander Danz",1
35558,"Dr. Rotte",1
35559,"Mario Uzielli",1
50638,"Richard A. Cohn",1
35308,"Lea Grundig",1
35310,"Karl Jacob Hirsch",1
50497,"Hugo Marx",1
35311,"Eugen Hoffmann",1
37956,"Estate of Arthur Illies",1
11067,"Johannes Itten",1
37965,"Heinrich Ehmsen",1
35313,"Eugen Kirchner",1
4515,"Carl-Heinz Kliemann",1
23043,"Simon Petrus Klotz",1
37398,"C. Ahrens",1
37970,"Insel Verlag",1
37964,"Estate of W. Lehmbruck",1
35316,"Franz Joseph Leopold",1
37969,"Wilhelm Reuter",1
37979,"Maria Marc",1
50516,"J. Pocker & Son",1
35317,"Johann Heinrich Meyer",1
38007,"Estate of Wilhelm Morgner",1
50517,"Heinz Trökes",1
35322,"Reinhold Nägele",1
20988,"Johannes August Nahl, the Younger",1
51220,"Bartholomäus Hübner",1
37919,"Dr. Reinhard Des Arts",1
50544,"Helene Des Arts",1
48585,"Kunstverein für die Rheinlande und Westfalen",1
35324,"Helga Pape",1
35325,"Wanda R. Roose",1
27117,"Christian Schad",1
35327,"Osmar Schindler",1
50521,"Wilhelm Niemeyer",1
35329,"Lothar Schreyer",1
38022,"Verlag Müller & Co.",1
38069,"Gustav Eisner",1
35335,"Hans Wildermann",1
35336,"Johannes Wüsten",1
50481,"Dorothy Rautbord",1
37377,"Gillis van Coninxloo III",1
37352,"Jan Pitten",1
35343,"Georg Mattheus",1
50443,"Harrach Collection",1
37832,"Samuel Leith",1
50437,"Pasquale Iannetti Art Galleries, Inc.",1
37897,"Jacques Rousseau",1
50449,"Valerie Mulder",1
23709,"Dancker Danckerts",1
50446,"Etablissement pour la Diffusion et la Connaissance des Oeuvres d'Art",1
37323,"Johannes Janssonius",1
37330,"T. Ruhberger",1
37528,"Hermann Allartz",1
37325,"Alessandro Castagnari",1
37327,"Alexander Anderdon Weston",1
50460,"John Cassayd-Smith Master Drawings",1
37350,"Count Clémens Wensceslas de Renesse-Breidbach",1
37324,"Count Alexandre Andréevitch Bezborodko",1
35344,"Heinrich Ulrich",1
37921,"Thomas Jefferson Coolidge",1
37958,"Ludwig Ey",1
35348,"Eduard Julius Friedrich Bendemann",1
35349,"Karl Heinrich Beichling",1
35350,"Franz Adam",1
35413,"Dr. Franz Schnitzer",1
9725,"Theo van Doesburg",1
15392,"Private Collection, Canada",1
35364,"Hanna Nagel",1
35414,"Elliott Bloom",1
35415,"Harry Scherman",1
35416,"Dr. Arthur Rosin",1
37564,"Jacob Bosshart",1
38015,"Vivet collection",1
38016,"Hôtel de ventes de Senlis SARL",1
49672,"Strother/Elwood Art Editions",1
35409,"Johann Gottlieb Glume",1
35422,"Dr. Moeller & Cie Kunsthandel",1
35423,"Freiherr Johann Christian von Jenisch",1
37981,"Franz Hilker",1
37896,"Dr. Fredman Bauer",1
50616,"Roswitha Haftmann Modern  Art",1
50505,"McCarron & Schulman",1
50504,"Wylma Wayne Fine Art",1
2029,"Bernhard A. Böhmer",1
50509,"Wilma Zelck",1
35434,"Lester Johnson",1
51795,"Mary Kass",1
51796,"Mr. and Mrs. Garfield I. Kass",1
35442,"Mary Miss",1
35472,"Hermann Hirzel",1
35484,"Jakob Wilhelm Huber",1
35485,"Wilhelm von Kügelgen",1
37421,"Kip Gresham",1
37422,"Curwen Chilford Prints Ltd.",1
35499,"David Law",1
35553,"Kurt E. Schon, Ltd.",1
26528,"Robert Lehman",1
52397,"Sir John Braithwaite",1
10989,"Joshua Cristall",1
35507,"Cesare Roberti",1
35666,"Prince Beloselsky",1
36224,"Hand Graphics, Ltd.",1
18953,"Dr. Herbert and Shirley Semler",1
54241,"Koplin Gallery",1
22914,"Achille Laugé",1
38179,"M. Lucien Solanet",1
35571,"Philip-Lorca diCorcia",1
35579,"Anton Krüger",1
35647,"Boguslaw Jolles",1
35649,"Michael Berolzheimer",1
35665,"Adolf Weinmüller",1
35581,"Pierre Biard the Younger",1
35582,"Jean de Saint-Igny",1
35583,"Stephen Haller Gallery",1
35580,"Maurizio Pedetti",1
35667,"Eugen Dreisch",1
35631,"Léon  Suzor",1
35632,"Didier Suzor",1
35633,"Hogarth's",1
38182,"Olivier Sainsère",1
36255,"Carl Brose",1
37265,"Ader Nordmann",1
35687,"Daniel Zeller",1
35739,"Helene Kretzschmar",1
35740,"Berta Chrambach",1
30659,"Jan Wijnants",1
35749,"Heinrich von Förster",1
35870,"Emma Regina Martin",1
35756,"Charles Thévenin",1
36660,"D. Hood",1
33309,"Cliffa Corson",1
35757,"Samuel Himmelfarb",1
33912,"Bertram Reibel",1
34069,"Eva D. Teitelbaum",1
34308,"Adrian Troy",1
34122,"Abraham S. Weiner",1
22413,"Mr. Howard Stein",1
25831,"Bernhard Jäger",1
35783,"Bazon Brock",1
35784,"Thomas Bayerle",1
35792,"Hans Jegli II",1
35914,"Louis Deplaces",1
37169,"Robert Hoe III",1
35861,"Jacques d' Artois",1
37114,"Gustav Seeligmann",1
53720,"Joan Baptista Vrints",1
35879,"Robert-Guillaume Dardel",1
46380,"Pierre-François Legrand",1
35885,"Jacques de Bie",1
35900,"Johannes Ruischer",1
37168,"Ambrogio Brambilla",1
23288,"Bernard Lens",1
35909,"Andreas Altomonte",1
4832,"Francois-Nicolas Martinet",1
35915,"Dewain Valentine",1
35916,"Jan le Ducq",1
35976,"Jean Jacques Outhwaite",1
15072,"Cornelis Verbeeck",1
36083,"Henry Villard",1
36084,"Dorothea Villard Hammond",1
37079,"Jan Kupecy",1
35980,"Carlo Bossoli",1
35989,"Nathaniel Dirk",1
35990,"Roswell Morse Shurtleff",1
37968,"Dr. Maria August Klipstein",1
34426,"Michael Philip I",1
25189,"Harry C. Rubincam",1
36211,"Januarius Zick",1
36238,"Michael H. Stone",1
1333,"Baron François Gerard",1
10729,"Jean-Baptiste-Raphael-Urbain Massard",1
36245,"Michel-Marie Carquillat",1
36550,"Jacques Allardet",1
36250,"Francesco Inghirami",1
36253,"Johann Friedrich Bolt",1
13167,"Ruth Fine Honorarium Fund",1
36424,"Nicholas Henry Jeaurat de Bertry",1
38515,"Jacob Schloss",1
35566,"William J. Wyer",1
36273,"Daniela Rossell",1
30224,"Hendrick Cornelisz Vroom",1
47404,"Vermeulen",1
47405,"Gruyter",1
36280,"Paul Meyerheim",1
36281,"August Christian Geist",1
36322,"Alexandre-François Desportes",1
36758,"Paul-Louis Weiller",1
36950,"H. D. Manning",1
36402,"Jean Mone",1
36852,"Deputy Director's Discretionary Fund",1
12247,"Dr. and Mrs. John E. Larkin Jr.",1
49574,"Harold K. Hochschild",1
49575,"William Roerick",1
38405,"F. S. Clark",1
38406,"Isabella Clark Eaton",1
38407,"John S. Ames",1
38408,"Mrs. John S. Ames",1
36497,"José del Castillo",1
36664,"Mateo Cerezo the younger",1
36634,"Burchardus Biberacensis",1
36876,"Johann Miller",1
36766,"Henri Louis Bischoffsheim",1
36767,"Count Gerard Joseph Emile d'Aquin",1
36651,"Duc d'Aumale Henri-Eugène-Philippe-Louis d'Orleans",1
36652,"Hon. Emily Jane Mercer Elphinstone de Flahault",1
37235,"Millon & Cornette de Saint Cyr",1
36775,"Galerie Jean Fournier",1
52565,"Georgia Kung",1
37238,"Hans Bosshardt",1
37239,"Rose Beeh",1
5069,"Jean-Claude Naigeon",1
14017,"Vincenzo Luchino",1
37345,"Jacob Bos",1
47919,"Tommaso Barlacchi",1
47920,"Giacomo Lauro",1
47921,"Bartolomeo Faleti",1
47922,"Ferrando Bertelli",1
47923,"Monogrammist HCB",1
37024,"Finot",1
36744,"Carlo Antonio Tavella",1
36778,"Hendrik Willem Mesdag",1
36931,"Giovanni Segantini",1
36824,"Josep Santilari",1
36825,"Pere Santilari",1
37783,"Anton Albers",1
6598,"Paul Baum",1
22907,"Max Arthur Stremel",1
28732,"Heinrich Johann Vogeler",1
37786,"Ybels",1
24015,"Adolphe Alexandre Joseph  Caron",1
26538,"Ary Scheffer",1
10930,"Mr. Thomas Colville",1
36926,"Thomas Coleville",1
36956,"Rose-Marie Guillaume",1
36982,"Johann Franciscus Ermels",1
38157,"Marie Therese Noireterre",1
37103,"Schellinger",1
37240,"Johann Hürlimann",1
37241,"Bloomsbury Auctions",1
37259,"Bougeard",1
37100,"Heinrich Rieter",1
38194,"Walter C. Hetherington",1
38195,"H. J. Tomkins",1
37172,"Merton D. Simpson",1
37527,"Luca Bertelli",1
47277,"Charles Warren Woodward",1
37251,"Siegfried Schott",1
9702,"Francesco Cecchini",1
12636,"Luigi Rados",1
37649,"Luigi Bramati",1
37650,"Antonio Bramati",1
23863,"Sutton Nicholls",1
49026,"Racolin Press",1
37912,"Willem Lormier",1
37915,"David Ietswaart",1
37916,"Joanna Maria Tydeman-VerLoren van Themaat",1
37331,"Giovanni Antonio Fornari",1
37764,"Barbara Piasecka Johnson",1
37765,"Luigi Braschi Onesti Duke of Nemi",1
37367,"Edward William Cooke",1
37424,"Pietro Scattaglia",1
37425,"Innocente Alessandri",1
47016,"F. Bartoli",1
49386,"James G. Clark",1
37449,"Luc Olivier Merson",1
38185,"Lucien Gougy",1
37664,"Rudolf Münger",1
37522,"Auguste Desperet",1
37498,"Adriaen Hendricks Verboom",1
27755,"Dutch 19th Century",1
38602,"Al Asnis",1
38601,"Allan Grant",1
38603,"Peter Urban",1
37556,"Filippo Palizzi",1
37559,"Alberto Maso Gilli",1
37616,"Beard's Photographic Institutions",1
37617,"The London School of Photography",1
37576,"N. Rivera",1
37581,"Julien Gabriel Leclerc",1
37588,"Michel Dumas",1
54544,"Paolo Sala",1
37601,"Keith Smith",1
9978,"The J. Paul Getty Museum",1
30232,"Jacobus Vrel",1
37949,"M. van Leeuwen-Boomkamp",1
37950,"P. van Leeuwen-Boomkamp",1
37604,"Sophie Calle",1
37923,"Jacobus de Voragine",1
37859,"Francesco Mosso",1
37860,"Clemente Pugliese-Levi",1
37660,"Giuseppe Cornienti",1
37658,"E. Tommasi",1
37661,"Alberto Pasini",1
37662,"Domenico Casella",1
37663,"Serafin de Avendano",1
37669,"Giuseppe Quaglio",1
37675,"Alberto Martini",1
37676,"Stefano Bruzzi",1
37703,"Master CR",1
11,"Hans Baldung",1
37716,"Jacob van Hulsdonck",1
38132,"Georg Mack the Elder",1
18618,"Lorenz Ekemann-Allesson",1
37757,"Salomon Corrodi",1
21251,"Mr. Calvin Cafritz",1
27993,"Mario Merz",1
38122,"Nancy Tieken",1
37774,"Warren Rohrer",1
37826,"Ricard Canals Llambí",1
37855,"Sharon Etgar",1
37880,"Felix Thiollier",1
37883,"H.G. Kaiser",1
38317,"Mathaf Gallery",1
38318,"Andrew J. Sordoni",1
38319,"Tretyakov",1
38320,"Woodford",1
38321,"Ruppert",1
37911,"Edith R. Wilson",1
37932,"Lukas Stipperger",1
37317,"Benedetto Bordon",1
11662,"Joachim von Sandrart I",1
37943,"Johann Jakob Thourneysen",1
38020,"Francisco Salucio",1
36839,"King of France Louis Philippe d'Orleans, Paris",1
38448,"J. Sidebotham",1
38238,"Minto Wilson",1
37955,"Pierre-Charles Coqueret",1
38239,"Hilaire Le Dru",1
38447,"George Humphrey",1
6977,"Giovanni Boccaccio",1
50503,"Johann Zainer",1
38091,"John Murray III",1
37973,"Matthew Brandt",1
38092,"Raphael Saitel",1
38183,"Hugh MacDiarmid",1
38184,"Takeshi Takahara",1
47916,"Lucien Detruit",1
37994,"Emanuele Brugnoli",1
37996,"Francesco Dal Pozzo",1
37997,"Pietro Sanchini",1
37998,"Giovanni Battista Quadrone",1
37999,"Walter Teodoro Bosio",1
38000,"Edoardo Perotti",1
38001,"Vico Viganò",1
38002,"Armando Spadini",1
38003,"Vittorio Grassi",1
50496,"Kapp & Gross",1
38076,"Hélio Oiticica",1
38209,"Curt Herrmann",1
38431,"Frederick Henry Herrmann",1
19645,"Antoine Joseph Gaitte",1
38095,"Comtesse Stéphanie Félicité de Genlis",1
38104,"Evan Lloyd",1
38106,"Ernst Hassebrauk",1
38311,"Chevalier Richard de Lédans",1
38312,"Pierre de La Mésangère",1
38313,"John Duff",1
38112,"Hyacinthe César Delmaet",1
38158,"Sir Francis Ferrand Foljambe",1
38116,"William Mills & Son",1
38119,"Gardner Studio",1
38117,"C.W. Nichols",1
38369,"Ann Baumann",1
38147,"Peter Ackermann",1
38149,"Karl Zerbe",1
38487,"Dr. André Frédéric Cournand",1
38763,"Mauro Giuffrida",1
38764,"Michel Tabard",1
38765,"Paul Volette",1
38766,"Bank Street Atelier",1
9698,"Wifredo Lam",1
38165,"Frank Owen",1
38325,"Elizabeth B. Landry",1
38259,"Johann Jakob Dorner the Elder",1
38173,"Paul-Ferdinand Gachet",1
48574,"Parkett Editions",1
38193,"Hans Unger",1
11786,"Von der Heydt-Museum",1
48259,"Hugo Daniel and Elisabeth J. Spanjaard Andriesse",1
48260,"Gerrit Uylenburgh",1
48261,"Pierre Plongeron",1
48267,"Rudolf Ziersch",1
34864,"Leon Kossoff",1
35397,"Maya Lin",1
38374,"Henri Baudoux",1
38217,"Josef Breitenbach",1
46874,"Karl Ludwig Willdenow",1
46877,"L. Schmidt",1
46878,"Friedrich Guimpel",1
47403,"Joseph James Ryan",1
38226,"James Jackson Curnock",1
38348,"Ralph Holland",1
38349,"Hugh Scarf",1
38228,"Mauro Gandolfi",1
38230,"Eikoh Hosoe",1
38241,"Sarah Morris",1
38243,"Matthew Jensen",1
38248,"Jean Ganière",1
38255,"Valentin de Boulogne",1
9777,"Émile-Antoine Bourdelle",1
38776,"Kristen Cavagnet",1
38777,"Alexis Myre",1
4078,"François-Nicolas Auguste Feyen-Perrin",1
38274,"Giuseppe Signorini",1
38282,"Cornelis Steffelaar",1
38284,"Jean-Robert Ango",1
24511,"Cathryn Scoville",1
38340,"The Artists' Press",1
38629,"Sylvia K. Greenberg",1
29202,"Madame d'Ora",1
19604,"Johann Christoph Weigel",1
30957,"Johann Jakob von Sandrart",1
10098,"Michelangelo Pistoletto",1
12788,"Galleria Christian Stein",1
38463,"Rivetti",1
38427,"Stephan Hermlin",1
38561,"Michelle Smith",1
38449,"Attilio Simonetti",1
12985,"Staatliche Graphische Sammlung",1
38334,"Joseph Wolfgang Xavier Klauber",1
38335,"Maria Anna Fischer",1
51934,"Erhard Oskar Kaps",1
38336,"Sixt Thon",1
38337,"Jan Peeters I",1
38344,"Max Protech Gallery",1
11697,"Mrs. Hester Diamond",1
38353,"François van Daellen",1
38437,"William A. Coolidge",1
38425,"Schwenk",1
38884,"Léonce Bénédite",1
38426,"Thorsten Laurin",1
38432,"Cornelis Hoogendijk",1
38527,"Vincent Willem van Gogh",1
38528,"Maria Ida Adriana van Blaaderen-Hoogendijk",1
